Longitude,Latitude,Ontario_Geospatial_ID,MOH_ID,Service_Type,Service_Detail,Name_Health_Provider,Address,Unit/Floor,Address_Type,Community/Muncipality,Postal_Code
-79.84524378,44.15865125,137289540,540294,Pharmacy,LTCF,Good Samaritan Nursing Home,481 Victoria Street East,Postal Office Box 639,0,New Tecumseth,L0M1A0
-75.62596951,45.34767315,137289541,548517,Pharmacy,RP,Blossom Park Pharmacy,2928 Bank Street,0,0,Ottawa,K1T1N6
-79.74989251,43.78173799,137289542,551110,Pharmacy,RP,Shoppers Drug Mart #1369,10970 Airport Road,Unit B,0,Brampton,L6R0E1
-80.00371116,44.52520351,137289543,552075,Pharmacy,RP,Wal-Mart Pharmacy,100 Stonebridge Boulevard,0,0,Wasaga Beach,L9Z0C1
-79.71635958,43.48726094,137289544,552271,Pharmacy,RP,White Oaks Pharmacy,360 Dundas Street,Unit B6,0,Oakville,L6H6Z9
-79.61220275,43.57685406,137289545,554313,Pharmacy,RP,Floradale Medical Pharmacy,2444 Hurontario Street,0,0,Mississauga,L5B2V1
-80.97649767,43.38347326,137289546,557418,Pharmacy,LTCF,Greenwood Court,90 Greenwood Drive,0,0,Stratford,N5A7W5
-79.67577977,43.53380185,137289547,558355,Pharmacy,RP,Glen Erin Pharmacy,2318 Dunwin Drive,Unit 1 & 2,0,Mississauga,L5L1C7
-79.32888217,43.65804519,137289548,560592,Pharmacy,RP,Shoppers Drug Mart #1255,1015 Lakeshore Boulevard East,0,0,Toronto,M4M1B4
-79.06539525,43.25474203,137289549,560770,Pharmacy,LTCF,Niagara Ltc Residence,120 Wellington Street,0,0,Niagara-on-the-Lake,L0S1J0
-79.72303315,43.21787479,137289550,566471,Pharmacy,RP,Supercare Pharmacy,410 Hamilton Regional Road 8,0,0,Hamilton,L8G1G2
-79.61082055,43.57213966,137289551,567112,Pharmacy,RP,Queensway Pharmacy,101 Queensway West,Suite 100 - 150,0,Mississauga,L5B2P7
-78.89615665,43.94544366,137289552,571152,Pharmacy,RP,Lovell Drugs,2000 Simcoe Street North,0,0,Oshawa,L1H3K5
-80.22202674,43.52518492,137289553,582792,Pharmacy,RP,Campus Drug Mart,35 Harvard Road,0,0,Guelph,N1G3A2
-75.68638442,45.28310763,137289554,587591,Pharmacy,RP,Good Health Pharmacy,4188 Spratt Road,Unit 2,0,Ottawa,K1V0Z6
-80.51361123,43.4580539,137289555,588233,Pharmacy,RP,Pharmacare Pharmacy,944 King Street West,0,0,Kitchener,N2G1G4
-79.48348662,43.64919048,137289556,594315,Pharmacy,RP,Action Pharmacy,2425 Bloor Street West,Unit 101,0,Toronto,M6S4W4
-79.8594365,43.22103849,137289557,594912,Pharmacy,RP,Loblaw Pharmacy #4065,65 Mall Road,0,0,Hamilton,L8V1B8
-79.52038795,43.92994243,137289558,596750,Pharmacy,RP,King City Guardian Drugs,2075 King Road,Unit 1,0,King City,L7B1K2
-82.94549678,42.33287638,137289559,601799,Pharmacy,RP,Riverside Pharmacare Drug Mart,7775 Wyandotte Street East,0,0,Windsor,N8S1S6
-82.72621269,42.03957914,137289560,606115,Pharmacy,RP,Loblaw Pharmacy #572,300 Main Street South,0,0,Kingsville,N9Y3S9
-79.74581811,43.74631588,137289561,606678,Pharmacy,RP,Brampton Hospital Pharmacy,10095 Bramalea Road,Unit 103,0,Brampton,L6R0K1
-79.37860318,43.64727018,137289562,608079,Pharmacy,RP,Shoppers Drug Mart #945,181 Bay Street,Bce Place,0,Toronto,M5J2T3
-79.8105043,43.37369792,137289563,610832,Pharmacy,RP,Shoppers Drug Mart #1206,1450 Headon Road,0,0,Burlington,L7M3Z5
-79.26908887,43.91421584,137289564,625318,Pharmacy,RP,Heritage Pharmacy,9275 Highway 48,0,0,Markham,L6E1A3
-79.49311322,43.67061088,137289565,631490,Pharmacy,RP,White's Pharmacy,725 Jane Street,0,0,Toronto,M6M4B3
-79.28979978,45.04797363,137289566,636878,Pharmacy,RP,Wal-Mart Pharmacy,40 Depot Drive,0,0,Bracebridge,P1L0A1
-79.45731734,44.05351275,137289567,636930,Pharmacy,RP,Robins Pharmacy,191 Main Street,0,0,Newmarket,L3Y4X1
-78.3233258,44.33296385,137289568,637234,Pharmacy,RP,Fadhil Pharmacy,184 Marina Boulevard,Unit 6,0,Peterborough,K9H6M9
-79.59098576,43.74210209,137289569,638796,Pharmacy,RP,Rexdale Pharmacy,1620 Albion Road,Unit 106,0,Toronto,M9V4B4
-81.32934253,48.47743747,137289570,640275,Pharmacy,AS,Northern Allergy Services Ltd,206 Fifth Avenue,0,0,Timmins,P4N5L3
-79.47806001,43.65100488,137289571,641997,Pharmacy,RP,Bloor West Pharmacy,2262 Bloor Street West,0,0,Toronto,M6S1N9
-79.64095937,43.71975469,137289572,644912,Pharmacy,RP,Total Health Pharmacy,7330 Goreway Drive,0,0,Mississauga,L4T4J2
-80.3035991,42.8369433,137289573,644930,Pharmacy,RP,Roulston's Pharmacy,17 Norfolk Street South,0,0,Simcoe,N3Y2V8
-79.28520066,43.6879345,137289574,650637,Pharmacy,RP,Freshco Pharmacy,2490 Gerrard Street East,0,0,Toronto,M1N1W7
-76.18838108,45.2295246,137289575,655311,Pharmacy,LTCF,Fairview Manor,75 Spring Street,0,0,Mississippi Mills,K0A1A0
-79.37898108,43.65207819,137289576,657033,Pharmacy,RP,Yonge Pharmacy,159 Yonge Street,0,0,Toronto,M5C1X7
-79.44094391,43.70349729,137289577,665998,Pharmacy,RP,Sobeys Pharmacy #7247,145 Marlee Avenue,0,0,Toronto,M6B3H3
-81.02388878,43.39803666,137289578,668290,Pharmacy,LTCF,Hillside Manor,R.R. 5,0,0,Stratford,N5A6S6
-79.43421181,43.7300765,137289579,669574,Pharmacy,LTCF,The Jewish Home for the Aged,3560 Bathurst Street,0,0,Toronto,M6A2E1
-82.38438887,42.98654342,137289580,673676,Pharmacy,RP,Northgate Pharmacy,560 Exmouth Street,0,0,Sarnia,N7T5P5
-80.01860585,43.19697398,137290581,2854799,Pharmacy,RP,St George Ancasterpharmacyinc,1144 Wilson Street West,0,0,Hamilton,L9G3K9
-79.30708667,43.77930981,137290582,2856270,Pharmacy,RP,Sheppard Warden Pharmacy,3410 Sheppard Avenue East,0,0,Toronto,M1T3K4
-79.66946724,44.4060207,137290583,2856859,Pharmacy,LTCF,Grove Park Home,234 Cook Street,0,0,Barrie,L4M4T7
-79.7120768,43.72807748,137290584,2857670,Pharmacy,RP,Bestgate Pharmacy,40 Finchgate Boulevard,0,0,Brampton,L6T3J1
-79.11961195,43.06719199,137290585,2858214,Pharmacy,RP,Wal-Mart Pharmacy,7481 Oakwood Drive,0,0,Niagara Falls,L2E6S5
-79.4213091,43.66272189,137290586,2858312,Pharmacy,RP,Omni Pharmacy,799 Bloor Street West,0,0,Toronto,M6G1L8
-79.30663867,43.79934961,137290587,2875650,Pharmacy,RP,Careplus Drug Mart,2950 Birchmount Road,Unit 9,0,Toronto,M1W3G5
-79.43808161,43.736632,137290588,2876230,Pharmacy,RP,Skyway Pharmacy,348 Wilson Avenue,0,0,Toronto,M3H1S9
-79.74336471,43.77829879,137290589,2878354,Pharmacy,RP,Healthline Pharmacy,150 Yellow Avens Boulevard,Unit 3,0,Brampton,L6R0M5
-79.45938301,43.67407159,137290590,2883794,Pharmacy,RP,Green Medical Pharmacy,1705 St Clair Avenue West,0,0,Toronto,M6N1J2
-80.74224107,43.12363243,137290591,2885257,Pharmacy,LTCF,Caressant Care (Woodstock),81 Fyfe Avenue,0,0,Woodstock,N4S3S7
-79.37687298,43.67169079,137290592,2894210,Pharmacy,AS,"Stein, Raymond Dr",600 Sherbourne Street,Suite 415,0,Toronto,M4X1W4
-79.50681522,43.63781378,137290593,2908054,Pharmacy,LTCF,Ivan Franko Home (Etobicoke),767 Royal York Road,0,0,Toronto,M8Y2T3
-81.88038261,42.94831044,137290594,2908456,Pharmacy,RP,Mclaren Pharmacy,5299 Nauvoo Road,0,0,Watford,N0M2S0
-74.61164599,45.60934713,137290595,2909632,Pharmacy,RP,Pharmacie Jean Coutu #159,80 Main Street East,0,0,Hawkesbury,K6A1A3
-79.87621361,43.26179219,137290596,2912771,Pharmacy,RP,King Pharmacy,85 Hess Street North,0,0,Hamilton,L8R2S9
-80.8828658,43.03827441,137290597,2913093,Pharmacy,RP,Youngs Pharmacy,136 Thames Street South,0,0,Ingersoll,N5C2T4
-79.8369433,43.31931781,137290598,2915910,Pharmacy,RP,Shoppers Drug Mart 1042,503 Plains Road East,Unit 501,0,Burlington,L7T2E2
-80.50568642,43.4561056,137290599,2916232,Pharmacy,RP,Andrew Street Pharmacy,16 Andrew Street,0,0,Kitchener,N2H5R2
-79.36601518,43.66062979,137290600,2918034,Pharmacy,RP,Main Drug Mart,1 Oak Street,Unit 1,0,Toronto,M5A0A1
-79.54314144,43.7514606,137290601,2921556,Pharmacy,RP,Finch-Weston Medical Pharmacy,2367 Finch Avenue West,0,0,Toronto,M9M2W8
-79.55773336,43.83398351,137290602,2924116,Pharmacy,RP,Weston-Rutherford Medical Phcy,9581 Weston Road,Unit 4,0,Vaughan,L4H3A5
-79.38015058,43.66213739,137290603,2927319,Pharmacy,RP,Loblaw Pharmacy #1007,60 Carlton Street,0,0,Toronto,M5B1J2
-78.22120773,45.03274488,137290604,2934034,Pharmacy,RP,Wilberforce Multicare Pharmacy,2165 Loop Road,0,0,Tory Hill,K0L3C0
-79.61507665,43.58192736,137290605,2935319,Pharmacy,RP,Dundas Clinical Pharmacy,55 Dundas Street East,0,0,Mississauga,L5A1W1
-81.75796234,42.6583997,137290606,2936452,Pharmacy,LTCF,Babcock Community Care Centre,196 Wellington Street,0,0,Wardsville,N0L2N0
-79.44819694,44.01258165,137290607,2938192,Pharmacy,RP,Lighthouse Ida Compounding Pharmacy,130 Holidge Boulevard,0,0,Aurora,L4G8A3
-79.861843,43.25302209,137290608,2938673,Pharmacy,RP,The Hamilton Clinic Pharmacy,200 Main Street East,Lower Level,0,Hamilton,L8N1H3
-81.28234063,43.02817039,137290609,2939235,Pharmacy,RP,Loblaw Pharmacy #1027,1740 Richmond Street North,0,0,London,N5X4E9
-79.95818093,43.26685199,137290610,2939798,Pharmacy,RP,Pharmasave #955,105 King Street West,0,0,Hamilton,L9H6Y6
-79.32549628,43.77578151,137290611,2941794,Pharmacy,RP,Food Basics Pharmacy #533,2452 Sheppard Avenue East,0,0,Toronto,M2J1X1
-79.78072911,43.59975016,137290612,2942356,Pharmacy,RP,Express Scripts Canada Phrmcy,2915 Argentia Road,Unit 7,0,Mississauga,L5N8G6
-79.40169969,43.64736398,137290613,2945353,Pharmacy,RP,Loblaw Pharmacy #1000,585 Queen Street West,0,0,Toronto,M5V2B7
-83.0222112,42.28905607,137290614,2948939,Pharmacy,RP,Loblaw Pharmacy # 2827,2430 Dougall Avenue,0,0,Windsor,N8X1T2
-78.85994234,43.89804475,137290615,2953414,Pharmacy,RP,Pharmachoice,97 King Street East,0,0,Oshawa,L1H1B8
-80.32732006,43.4100636,137290616,2958115,Pharmacy,RP,Wal-Mart Pharmacy,22 Pinebush Road,0,0,Cambridge,N1R8A9
-79.804353,43.40710402,137290617,2958678,Pharmacy,RP,Loblaw Pharmacy #4632,2515 Appleby Line,0,0,Burlington,L7L0B6
-79.68214066,43.44385263,137290618,2960273,Pharmacy,RP,Leon Pharmacy,340 Kerr Street,0,0,Oakville,L6K3B8
-75.62211741,45.39534355,137290619,2960594,Pharmacy,RP,Elmvale Pharmacy,1024 Pleasant Park Drive,0,0,Ottawa,K1G2A1
-82.94226168,42.29335147,137290620,2963911,Pharmacy,RP,Remedy's Rx,3215 Jefferson Boulevard,Unit 304,0,Windsor,N8T2W7
-79.37616508,43.65656249,137290621,2964117,Pharmacy,RP,Metro Drugs,129 Dundas Street East,0,0,Toronto,M5B2N6
-79.30932027,43.75492341,137290622,2964750,Pharmacy,RP,Global Drug Mart,Pharmacy Avenue,Unit 2 - 501,0,Toronto,M1L3G7
-75.74736294,45.27480973,137290623,2965072,Pharmacy,RP,Barrhaven Pharmacy,1221 Greenbank Road,Unit 103,0,Ottawa,K2J5V7
-79.53204883,43.66272968,137290624,2966473,Pharmacy,RP,Shoppers Drug Mart #1341,1500 Islington Avenue,0,0,Toronto,M9A3L8
-80.25152035,43.54510243,137290625,2969032,Pharmacy,RP,Norfolk Phmcy&surgical Supplie,85 Norfolk Pharmacy,Suite 100,0,Guelph,N1H4J4
-79.251902,43.19665771,137290626,2969737,Pharmacy,LTCF,Heidehof Long Term Care Home,600 Lake Street,0,0,St. Catharines,L2N4J4
-79.98938164,43.21533958,137290627,2972135,Pharmacy,RP,Drugstore Pharmacy #4072,54 Wilson Street West,0,0,Hamilton,L9G1N2
-80.07795862,43.78179448,137290628,2972439,Pharmacy,RP,Erin Pharmacy,6 Thompson Crescent,Unit 6,0,Erin,N0B1T0
-79.77875841,43.70097768,137290629,2980233,Pharmacy,RP,City Drug Mart,110 Brickyard Way,0,0,Brampton,L6V4N1
-79.27704706,43.730234,137290630,2982197,Pharmacy,RP,Eglinton Discount Pharmacy,Eglinton Avenue East,"Unit A, 4 2466",0,Toronto,M1K5J8
-82.9989585,42.30119817,137290631,2984293,Pharmacy,RP,Ida Prescription Centre,1909 Tecumseh Road East,0,0,Windsor,N8W1C9
-82.40364827,42.96819132,137290632,2987655,Pharmacy,LTCF,Vision Nursing Home,229 Wellington Street,0,0,Sarnia,N7T1G9
-81.31647883,42.93432087,137290633,2988235,Pharmacy,RP,Shoppers Drug Mart 1401,3090 Colonel Talbot Road,0,0,London,N6P0B3
-79.52327984,43.7557554,137290634,2989877,Pharmacy,RP,Oakdale Pharmacy,2065 Finch Avenue West,0,0,Toronto,M3N2V7
-79.57742364,43.55885966,137290635,2992131,Pharmacy,RP,Village Pharmacy,225 Lakeshore Road East,0,0,Mississauga,L5G1G8
-79.80415599,43.37906062,137290636,2993997,Pharmacy,RP,Walkers Medical Pharmacy,1821 Walkers Line,0,0,Burlington,L7M0H6
-79.59353126,43.7856308,137290637,2994512,Pharmacy,RP,Pharma Centro,140 Woodbridge Avenue,0,0,Vaughan,L4L1K9
-79.38973029,45.77135065,137290638,2996137,Pharmacy,RP,Sundridge Pharmacy,107 Main Street,0,0,Sundridge,P0A1Z0
-79.43817442,43.87727092,137290639,2996556,Pharmacy,RP,Richmond Hill Medical Pharmacy,10243 Yonge Street,0,0,Richmond Hill,L4C3B2
-79.43065694,44.06807206,137290640,2996832,Pharmacy,RP,Metro Pharmacy #598,1111 Davis Drive,0,0,Newmarket,L3Y2R9
-79.41815949,43.63813068,137290641,2997555,Pharmacy,RP,Liberty Market Pharmacy,171 East Liberty Street,0,0,Toronto,M6K3P6
-79.56201014,43.61004047,137290642,2998475,Pharmacy,LTCF,Mccall Centre Long Term Care,140 Sherway Drive,0,0,Toronto,M9C1A4
-79.45149351,43.65437708,137290643,2998992,Pharmacy,RP,Datu's Pharmacy,2238 Dundas Street West,0,0,Toronto,M6R3A9
-83.56357968,46.263405,137290644,2999116,Pharmacy,LTCF,Algoma Manor Nursing Home,145 Dawson Street,0,0,Thessalon,P0R1L0
-77.85517282,45.059064,137290645,3001030,Pharmacy,RP,Bancroft Ida Drug Mart,90 Hastings Street North,0,0,Bancroft,K0L1C0
-79.52508734,43.7561337,137290646,3001316,Pharmacy,AS,"Greenwald, Dr Mark",2100 Finch Avenue West,Suite 312,0,Toronto,M3N2Z9
-79.22379474,43.74280881,137290647,3002832,Pharmacy,RP,Walmart Pharmacy,3132 Eglinton Avenue East,0,0,Toronto,M1J2H1
-79.57820944,43.61063037,137290648,3003476,Pharmacy,RP,Walmart Pharmacy,1500 Dundas Street East,0,0,Mississauga,L4X1L4
-79.09081031,43.83414393,137290649,3007178,Pharmacy,RP,Bay Ridges Pharmacy,1794 Liverpool Road,Unit 7,0,Pickering,L1W1L6
-75.57028077,45.15111301,137290650,3008131,Pharmacy,LTCF,Sherwood Park Manor,Stagecoach Road,R.R. 1,0,Ottawa,K6V5T1
-81.17604567,42.78521495,137290651,3013394,Pharmacy,RP,Shoppers Drug Mart #738,107 Edward Street,0,0,St. Thomas,N5P1Y8
-78.91867517,42.92991348,137290652,3018193,Pharmacy,RP,MRS.O'S Pharmacy,118 Jarvis Street,0,0,Fort Erie,L2A2S4
-92.8376767,49.78641217,137290653,3018433,Pharmacy,RP,Drugstore Pharmacy #9078,647 Government Road,Postal Office Box 878,0,Dryden,P8N2Z5
-79.29065146,43.6896832,137290654,3018594,Pharmacy,RP,Metro Pharmacy #537,3003 Danforth Avenue,0,0,Toronto,M4C1M9
-75.75956115,45.35208364,137290655,3018914,Pharmacy,RP,Loblaw Pharmacy #1050,1980 Baseline Road,0,0,Ottawa,K2C0C6
-84.03514754,46.29337268,137290656,3020135,Pharmacy,RP,Mackay's Island Pharmacy,1186 Richards Street,0,0,Richards Landing,P0R1J0
-79.78887451,43.59431716,137290657,3041899,Pharmacy,RP,Wal-Mart Pharmacy,3155 Argentia Road,0,0,Mississauga,L5N8E1
-74.75399469,45.02844113,137290658,3044431,Pharmacy,RP,Shoppers Drug Mart #606,1236 Brookdale Avenue,0,0,Cornwall,K6J4P8
-79.98253465,43.39506971,137290659,3045831,Pharmacy,RP,Carlisle Pharmacy,1493 Centre Road,0,0,Hamilton,L0R1H0
-81.41129455,42.81740944,137290660,3046037,Pharmacy,LTCF,Oneida Ltcf,2229 Elm Avenue,R.R. 2,0,Southwold,N0L2G0
-78.86330374,43.91384856,137290661,3046536,Pharmacy,LTCF,Hillsdale Estates,590 Oshawa Boulevard North,0,0,Oshawa,L1G5T9
-79.78869929,43.39106392,137290662,3049356,Pharmacy,RP,Jasmin Pharmacy,1900 Appleby Line,Unit 1,0,Burlington,L7L0B7
-79.25723175,43.73440271,137290663,3049677,Pharmacy,RP,Midland Eglinton,2555 Eglinton Avenue East,Unit 4,0,Toronto,M1K5J1
-79.55951984,43.60865867,137290664,3050959,Pharmacy,RP,Queens Medical Pharmacy,200 Sherway Drive,0,0,Toronto,M9C0A7
-78.86653234,43.89821385,137290665,3054152,Pharmacy,RP,Pharmachoice,60 Bond Street West,2nd Floor,0,Oshawa,L1G1A5
-79.45391872,43.81212001,137290666,3054358,Pharmacy,RP,Disera Pharmacy,Disera Drive,#170 11,0,Vaughan,L4J0A7
-80.98647188,46.50207758,137290667,3055017,Pharmacy,RP,Bradley Pharmacy Limited,430 Notre Dame Avenue,0,0,Greater Sudbury,P3C5K7
-81.00771418,46.47514368,137290668,3059335,Pharmacy,LTCF,Extendicare/york,333 York Street,0,0,Greater Sudbury,P3E5J3
-76.54618462,44.23953561,137290669,3071339,Pharmacy,RP,Food Basics Pharmacy #531,1300 Bath Road,0,0,Kingston,K7M4X4
-79.7417874,43.68904188,137290670,3072711,Pharmacy,RP,Nathans Pharmacy,147 Clarence Street,Unit  30,0,Brampton,L6W1T2
-81.021686,49.07085977,137290671,3075237,Pharmacy,LTCF,Villa Minto,241 8th Street,0,0,Cochrane,P0L1C0
-79.4281268,43.63890668,137290672,3078859,Pharmacy,RP,International Pharmacy,1218 King Street West,0,0,Toronto,M6K1G4
-83.010334,42.26652727,137290673,3080392,Pharmacy,RP,Dmc Pharmacy,3335 Dougall Avenue,0,0,Windsor,N9E1S8
-79.94690403,43.23000898,137290674,3083479,Pharmacy,RP,Costco Pharmacy #1105,100 Legend Court,0,0,Hamilton,L9K1J3
-79.23144805,43.77865501,137290675,3084432,Pharmacy,RP,Henry's Drugs,1221 Markham Road,Unit 4,0,Toronto,M1H3E2
-75.67010413,45.38099035,137290676,3084753,Pharmacy,RP,Health Smart Pharmacy,1500 Bank Street,0,0,Ottawa,K1H7Z1
-80.82858889,44.17987451,137290677,3086993,Pharmacy,RP,Whole Health Durham Apothecary,320 College Street North,0,0,Durham,N0G1G0
-84.30829235,46.5233797,137290678,3087956,Pharmacy,RP,Central Drug Mart,701 Pine Street,Unit 8,0,Sault Ste. Marie,P6B1Z1
-79.37702708,43.67203129,137290679,3088134,Pharmacy,RP,Bloor-Sherbourne Pharmacy,608 Sherbourne Street,0,0,Toronto,M4X1X6
-79.22181194,43.74213941,137290680,3091790,Pharmacy,RP,Total Care Pharmacy,3155 Eglinton Avenue East,0,0,Toronto,M1J2G2
-76.4938999,44.22933462,137290681,3091914,Pharmacy,RP,Drugsmart Pharmacy,284 Earl Street,Unit 401B,0,Kingston,K7L2H8
-79.43777821,43.7558731,137290682,3093958,Pharmacy,RP,New Canyon Pharmacy,564 Sheppard Avenue West,0,0,Toronto,M3H2R9
-79.25121235,43.7069497,137290683,3094476,Pharmacy,RP,Cliffside Pharmacy,2340 Kingston Road,0,0,Toronto,M1N1V2
-79.74726391,43.71381298,137290684,3095233,Pharmacy,RP,Lakeridge Pharmacy,456 Vodden Street East,0,0,Brampton,L6S5Y7
-79.8540902,43.26247809,137290685,3098515,Pharmacy,HOPD,Hamilton General Drugstore,237 Barton Street East,Room 2 - 400,0,Hamilton,L8L2X2
-80.75223397,43.13212633,137290686,3099596,Pharmacy,RP,Princess Pharmacy,600 Princess Street,Unit 201,0,Woodstock,N4S4H4
-81.21508101,43.02053669,137290687,3100557,Pharmacy,RP,Progressive Drug Mart,1326 Huron Street,Unit 2,0,London,N5V2E2
-79.66145026,43.49932765,137290688,3102038,Pharmacy,RP,Kingsway Pharmacy,Kingsway Drive,Unit 9,0,Oakville,L6J7M2
-80.46502945,48.53540733,137290689,3103439,Pharmacy,RP,Willis Pharmacy,414 Fifth Avenue,Postal Office Box 607,0,Matheson,P0K1N0
-79.48836373,43.7548822,137290690,3103714,Pharmacy,RP,Yorkview Chemist,3695 Keele Street,0,0,Toronto,M3J1N2
-79.72268259,43.67507807,137290691,3103956,Pharmacy,RP,Clinik Pharmacy,7990 Kennedy Road South,0,0,Brampton,L6W0A2
-82.94818558,42.33947218,137290692,3105231,Pharmacy,RP,The Drive Pharmacy,7875 Riverside Drive,0,0,Windsor,N8S1E1
-79.40120179,43.65750209,137290693,3108755,Pharmacy,RP,Royal Care Pharmacy,295 College Street,0,0,Toronto,M5T1S2
-79.55988555,43.72361729,137290694,3113035,Pharmacy,RP,Islington Ida Pharmacy,2428 Islington Avenue,0,0,Toronto,M9W3X8
-79.8531355,43.22227249,137290695,3114310,Pharmacy,RP,Wal-Mart Pharmacy #1154,499 Mohawk Road East,0,0,Hamilton,L8V4L7
-80.04801284,42.96738873,137290696,3115658,Pharmacy,LTCF,Anson Place Care Centre,85 Main Street North,0,0,Hagersville,N0A1H0
-79.29347086,43.690192,137290697,3119431,Pharmacy,RP,Care and Health Pharmacy,2928 Danforth Avenue,0,0,Toronto,M4C1M1
-74.60383349,45.59379263,137290698,3123471,Pharmacy,RP,Wal-Mart Pharmacy,1550 Cameron Streeet,0,0,Hawkesbury,K6A3S5
-78.34343101,44.28441964,137290699,3123596,Pharmacy,RP,Wal-Mart Pharmacy #1162,950 Lansdowne Street West,0,0,Peterborough,K9J1Z9
-79.26295768,44.00276565,137290700,3124112,Pharmacy,LTCF,Bloomington Cove Care Comm,13621 Ninth Line,0,0,Whitchurch-Stouffville,L4A7X3
-79.33338807,43.68142449,137290701,3127119,Pharmacy,RP,Danforth Medical Pharmacy,1156 Danforth Avenue,0,0,Toronto,M4J1M3
-78.92944626,43.92224975,137290702,3127752,Pharmacy,RP,The Medicine Shoppe Pharmacy,670 Taunton Road East,"Unit 3, Building B",0,Whitby,L1R0K6
-79.22701114,43.75979541,137290703,3128591,Pharmacy,RP,Pharmasave Cedercourt Pharmacy,3480 Lawrence Avenue East,Unit A5,0,Toronto,M1H1A9
-81.22553521,42.96047078,137290704,3129233,Pharmacy,HOPD,North Tower Prescription Centr,800 Commissioners Road East,0,0,London,N6A5W9
-80.38517976,43.17935256,137290705,3130196,Pharmacy,RP,Rest Acres Pharmacy,1084 Rest Acres Road,Unit 6,0,Brant,N3L0B5
-78.19844043,43.9777568,137290706,3130533,Pharmacy,HOPD,Northumberland Hills Hospital,1000 Depalma Drive,Out Patient Pharmacy Dept,0,Cobourg,K9A5W6
-75.60982811,45.43253656,137290707,3130677,Pharmacy,RP,Wal-Mart Pharmacy #1158,1980 Ogilvie Road,Unit 171,0,Ottawa,K1J9L3
-89.25323247,48.45274047,137290708,3131275,Pharmacy,RP,Wal-Mart Pharmacy #1166,1020 Dawson Road,0,0,Thunder Bay,P7B5V1
-81.00645759,46.48222358,137290709,3132238,Pharmacy,RP,Shoppers Drug Mart 1540,359 Riverside Drive,Suite 112,0,Greater Sudbury,P3E1H5
-79.2544127,43.1325588,137290710,3133077,Pharmacy,RP,Shoppers Drug Mart #789,245 Pelham Road,0,0,St. Catharines,L2S1X8
-79.48454123,43.86345572,137290711,3140434,Pharmacy,RP,Hooper's Pharmacy,1410 Major Mackenzie Drive West,0,0,Vaughan,L6A4H6
-79.43095521,43.7253866,137290712,3140755,Pharmacy,RP,Premier Phrm &Compound Ctr Ltd,3323 Bathurst Street,0,0,Toronto,M6A2B7
-75.63990002,45.42777116,137290713,3141077,Pharmacy,RP,We Care Pharmasave,1020 St Laurent Boulevard,Unit 4,0,Ottawa,K1K4S2
-78.68378618,43.91055536,137290714,3141512,Pharmacy,RP,Bowmanville Pharmacy,133 King Street East,Unit 4,0,Bowmanville,L1C1N6
-75.63732072,45.40348105,137290715,3144911,Pharmacy,RP,Medical Pharmacy,1750 Russell Road,0,0,Ottawa,K1G5Z6
-79.32360807,43.68400949,137290716,3150217,Pharmacy,AS,Rohallion Immune Products,717 Coxwell Avenue,0,0,Toronto,M4C3C1
-81.09228773,46.59774569,137290717,3154115,Pharmacy,RP,The Drugstore Pharmacy #4100,17 Regional Road 15,Unit 4764,0,Greater Sudbury,P0M1L0
-80.11080035,42.89141482,137290718,3161410,Pharmacy,RP,Cavanagh Ida Pharmacy (Jarvis),2121 Main Street North,0,0,Jarvis,N0A1J0
-79.44483174,44.01236605,137290719,3162311,Pharmacy,RP,Family Drug Mart,9 Borealis Avenue,"Unit 5, #",0,Aurora,L4G0R5
-79.51168893,43.72178469,137290720,3162954,Pharmacy,RP,Wal-Mart Pharmacy #1151,2202 Jane Street,0,0,Toronto,M3M1A4
-79.3941154,43.78501831,137290721,3165791,Pharmacy,LTCF,Carefree Lodge,306 Finch Avenue East,0,0,Toronto,M2N4S5
-81.21574041,43.01778239,137290722,3166157,Pharmacy,RP,Wal-Mart Pharmacy # 1157,1275 Highbury Avenue,0,0,London,N5Y1A8
-78.93978788,42.90590357,137290723,3171276,Pharmacy,RP,Garrison Road Remedy's Rx,660 Garrison Road,Unit 7,0,Fort Erie,L2A2R5
-75.83453904,44.90918586,137290724,3171971,Pharmacy,LTCF,Hilltop Manor Nursing Home,1005 St Lawrence Street,0,0,Merrickville,K0G1N0
